date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner,month
1969-11-22,italy,german dr,3,0,fifa world cup qualification,naples,italy,False,home_team,november
1969-11-23,australia,zimbabwe,1,1,fifa world cup qualification,maputo,mozambique,True,draw,november
1969-11-27,australia,zimbabwe,0,0,fifa world cup qualification,maputo,mozambique,True,draw,november
1969-11-29,australia,zimbabwe,1,3,fifa world cup qualification,maputo,mozambique,True,away_team,november
1969-12-03,czechoslovakia,hungary,4,1,fifa world cup qualification,marseille,france,True,home_team,december
1969-12-04,israel,australia,1,0,fifa world cup qualification,ramat gan,israel,False,home_team,december
1969-12-07,luxembourg,bulgaria,1,3,fifa world cup qualification,luxembourg,luxembourg,False,away_team,december
1969-12-14,australia,israel,1,1,fifa world cup qualification,sydney,australia,False,draw,december
1970-05-31,mexico,russia,0,0,fifa world cup,mexico city,mexico,False,draw,may
1970-06-02,bulgaria,peru,2,3,fifa world cup,león,mexico,True,away_team,june
1970-06-02,england,romania,1,0,fifa world cup,guadalajara,mexico,True,home_team,june
1970-06-02,israel,uruguay,0,2,fifa world cup,puebla,mexico,True,away_team,june
1970-06-03,belgium,el salvador,3,0,fifa world cup,mexico city,mexico,True,home_team,june
1970-06-03,brazil,czechoslovakia,4,1,fifa world cup,guadalajara,mexico,True,home_team,june
1970-06-03,germany,morocco,2,1,fifa world cup,león,mexico,True,home_team,june
1970-06-03,italy,sweden,1,0,fifa world cup,toluca,mexico,True,home_team,june
1970-06-06,belgium,russia,1,4,fifa world cup,mexico city,mexico,True,away_team,june
1970-06-06,czechoslovakia,romania,1,2,fifa world cup,guadalajara,mexico,True,away_team,june
1970-06-06,italy,uruguay,0,0,fifa world cup,puebla,mexico,True,draw,june
1970-06-06,morocco,peru,0,3,fifa world cup,león,mexico,True,away_team,june
1970-06-07,brazil,england,1,0,fifa world cup,guadalajara,mexico,True,home_team,june
1970-06-07,bulgaria,germany,2,5,fifa world cup,león,mexico,True,away_team,june
1970-06-07,israel,sweden,1,1,fifa world cup,toluca,mexico,True,draw,june
1970-06-07,mexico,el salvador,4,0,fifa world cup,mexico city,mexico,False,home_team,june
1970-06-10,brazil,romania,3,2,fifa world cup,guadalajara,mexico,True,home_team,june
1970-06-10,el salvador,russia,0,2,fifa world cup,mexico city,mexico,True,away_team,june
1970-06-10,germany,peru,3,1,fifa world cup,león,mexico,True,home_team,june
1970-06-10,sweden,uruguay,1,0,fifa world cup,puebla,mexico,True,home_team,june
1970-06-11,bulgaria,morocco,1,1,fifa world cup,león,mexico,True,draw,june
1970-06-11,czechoslovakia,england,0,1,fifa world cup,guadalajara,mexico,True,away_team,june
1970-06-11,israel,italy,0,0,fifa world cup,toluca,mexico,True,draw,june
1970-06-11,mexico,belgium,1,0,fifa world cup,mexico city,mexico,False,home_team,june
1970-06-14,brazil,peru,4,2,fifa world cup,guadalajara,mexico,True,home_team,june
1970-06-14,england,germany,2,3,fifa world cup,león,mexico,True,away_team,june
1970-06-14,mexico,italy,1,4,fifa world cup,toluca,mexico,False,away_team,june
1970-06-14,russia,uruguay,0,1,fifa world cup,mexico city,mexico,True,away_team,june
1970-06-17,brazil,uruguay,3,1,fifa world cup,guadalajara,mexico,True,home_team,june
1970-06-17,germany,italy,3,4,fifa world cup,mexico city,mexico,True,away_team,june
1970-06-20,germany,uruguay,1,0,fifa world cup,mexico city,mexico,True,home_team,june
1970-06-21,brazil,italy,4,1,fifa world cup,mexico city,mexico,True,home_team,june
1971-11-14,malta,hungary,0,2,fifa world cup qualification,gżira,malta,False,away_team,november
1972-03-02,algeria,guinea,1,0,fifa world cup qualification,algiers,algeria,False,home_team,march
1972-03-12,guinea,algeria,5,1,fifa world cup qualification,conakry,guinea,False,home_team,march
1972-03-29,portugal,cyprus,4,0,fifa world cup qualification,lisbon,portugal,False,home_team,march
1972-04-30,austria,malta,4,0,fifa world cup qualification,vienna,austria,False,home_team,april
1972-04-30,lesotho,zambia,0,0,fifa world cup qualification,maseru,lesotho,False,draw,april
1972-05-06,hungary,malta,3,0,fifa world cup qualification,budapest,hungary,False,home_team,may
1972-05-10,cyprus,portugal,0,1,fifa world cup qualification,nicosia,cyprus,False,away_team,may
1972-05-18,belgium,iceland,4,0,fifa world cup qualification,liège,belgium,False,home_team,may
1972-05-22,belgium,iceland,4,0,fifa world cup qualification,bruges,belgium,False,home_team,may
1972-05-25,sweden,hungary,0,0,fifa world cup qualification,solna,sweden,False,draw,may
1972-06-04,zambia,lesotho,6,1,fifa world cup qualification,ndola,zambia,False,home_team,june
1972-06-06,togo,dr congo,0,0,fifa world cup qualification,lomé,togo,False,draw,june
1972-06-10,austria,sweden,2,0,fifa world cup qualification,vienna,austria,False,home_team,june
1972-06-18,benin,ghana,0,5,fifa world cup qualification,cotonou,dahomey,True,away_team,june
1972-06-20,dr congo,togo,4,0,fifa world cup qualification,kinshasa,zaïre,False,home_team,june
1972-06-21,finland,albania,1,0,fifa world cup qualification,helsinki,finland,False,home_team,june
1972-07-02,ghana,benin,5,1,fifa world cup qualification,kumasi,ghana,False,home_team,july
1972-07-16,kenya,sudan,2,0,fifa world cup qualification,nairobi,kenya,False,home_team,july
1972-07-23,sudan,kenya,1,0,fifa world cup qualification,khartoum,sudan,False,home_team,july
1972-08-03,norway,iceland,4,1,fifa world cup qualification,stavanger,norway,False,home_team,august
1972-08-05,nigeria,congo,2,1,fifa world cup qualification,ibadan,nigeria,False,home_team,august
1972-08-15,congo,nigeria,1,1,fifa world cup qualification,brazzaville,congo,False,draw,august
1972-09-20,finland,romania,1,1,fifa world cup qualification,helsinki,finland,False,draw,september
1972-10-04,norway,belgium,0,2,fifa world cup qualification,oslo,norway,False,away_team,october
1972-10-07,german dr,finland,5,0,fifa world cup qualification,dresden,german dr,False,home_team,october
1972-10-07,luxembourg,italy,0,4,fifa world cup qualification,luxembourg,luxembourg,False,away_team,october
1972-10-13,france,russia,1,0,fifa world cup qualification,paris,france,False,home_team,october
1972-10-15,austria,hungary,2,2,fifa world cup qualification,vienna,austria,False,draw,october
1972-10-15,sierra leone,ivory coast,0,1,fifa world cup qualification,freetown,sierra leone,False,away_team,october
1972-10-15,sweden,malta,7,0,fifa world cup qualification,gothenburg,sweden,False,home_team,october
1972-10-18,bulgaria,northern ireland,3,0,fifa world cup qualification,sofia,bulgaria,False,home_team,october
1972-10-18,denmark,scotland,1,4,fifa world cup qualification,copenhagen,denmark,False,away_team,october
1972-10-18,republic of ireland,russia,1,2,fifa world cup qualification,dublin,republic of ireland,False,away_team,october
1972-10-19,spain,yugoslavia,2,2,fifa world cup qualification,las palmas,spain,False,draw,october
1972-10-21,switzerland,italy,0,0,fifa world cup qualification,bern,switzerland,False,draw,october
1972-10-22,luxembourg,turkey,2,0,fifa world cup qualification,luxembourg,luxembourg,False,home_team,october
1972-10-29,ivory coast,sierra leone,2,0,fifa world cup qualification,abidjan,ivory coast,False,home_team,october
1972-10-29,romania,albania,2,0,fifa world cup qualification,bucharest,romania,False,home_team,october
1972-11-01,netherlands,norway,9,0,fifa world cup qualification,rotterdam,netherlands,False,home_team,november
1972-11-15,republic of ireland,france,2,1,fifa world cup qualification,dublin,republic of ireland,False,home_team,november
1972-11-15,scotland,denmark,2,0,fifa world cup qualification,glasgow,scotland,False,home_team,november
1972-11-15,wales,england,0,1,fifa world cup qualification,cardiff,wales,False,away_team,november
1972-11-18,yugoslavia,greece,1,0,fifa world cup qualification,belgrade,yugoslavia,False,home_team,november
1972-11-19,belgium,netherlands,0,0,fifa world cup qualification,antwerp,belgium,False,draw,november
1972-11-19,cyprus,bulgaria,0,4,fifa world cup qualification,akdoğan,cyprus,False,away_team,november
1972-11-19,morocco,senegal,0,0,fifa world cup qualification,rabat,morocco,False,draw,november
1972-11-25,malta,austria,0,2,fifa world cup qualification,gżira,malta,False,away_team,november
1972-11-25,tanzania,ethiopia,1,1,fifa world cup qualification,dar es salaam,tanzania,False,draw,november
1972-12-03,ethiopia,tanzania,0,0,fifa world cup qualification,addis ababa,ethiopia,False,draw,december
1972-12-03,senegal,morocco,1,2,fifa world cup qualification,dakar,senegal,False,away_team,december
1972-12-08,egypt,tunisia,2,1,fifa world cup qualification,cairo,egypt,False,home_team,december
1972-12-10,ethiopia,tanzania,3,0,fifa world cup qualification,addis ababa,ethiopia,False,home_team,december
1972-12-10,mauritius,kenya,1,3,fifa world cup qualification,curepipe,mauritius,False,away_team,december
1972-12-10,turkey,luxembourg,3,0,fifa world cup qualification,istanbul,turkey,False,home_team,december
1972-12-17,kenya,mauritius,2,2,fifa world cup qualification,nairobi,kenya,False,draw,december
1972-12-17,tunisia,egypt,2,0,fifa world cup qualification,tunis,tunisia,False,home_team,december
1973-01-13,italy,turkey,0,0,fifa world cup qualification,naples,italy,False,draw,january
1973-01-17,greece,spain,2,3,fifa world cup qualification,athens,greece,False,away_team,january
1973-01-24,england,wales,1,1,fifa world cup qualification,london,england,False,draw,january
1973-02-04,cameroon,dr congo,0,1,fifa world cup qualification,douala,cameroon,False,away_team,february
1973-02-10,nigeria,ghana,2,3,fifa world cup qualification,lagos,nigeria,False,away_team,february
1973-02-11,guinea,morocco,1,1,fifa world cup qualification,conakry,guinea,False,draw,february
1973-02-11,tunisia,ivory coast,1,1,fifa world cup qualification,tunis,tunisia,False,draw,february
1973-02-14,cyprus,northern ireland,1,0,fifa world cup qualification,akdoğan,cyprus,False,home_team,february
1973-02-21,spain,greece,3,1,fifa world cup qualification,málaga,spain,False,home_team,february
1973-02-25,dr congo,cameroon,0,1,fifa world cup qualification,kinshasa,zaïre,False,away_team,february
1973-02-25,ghana,nigeria,0,0,fifa world cup qualification,accra,ghana,False,draw,february
1973-02-25,ivory coast,tunisia,2,1,fifa world cup qualification,abidjan,ivory coast,False,home_team,february
1973-02-25,morocco,guinea,2,0,fifa world cup qualification,tétouan,morocco,False,home_team,february
1973-02-25,turkey,italy,0,1,fifa world cup qualification,istanbul,turkey,False,away_team,february
1973-02-27,dr congo,cameroon,2,0,fifa world cup qualification,kinshasa,zaïre,False,home_team,february
1973-03-04,new zealand,australia,1,1,fifa world cup qualification,auckland,new zealand,False,draw,march
1973-03-11,australia,iraq,3,1,fifa world cup qualification,sydney,australia,False,home_team,march
1973-03-11,indonesia,new zealand,1,1,fifa world cup qualification,sydney,australia,True,draw,march
1973-03-13,australia,indonesia,2,1,fifa world cup qualification,sydney,australia,False,home_team,march
1973-03-13,iraq,new zealand,2,0,fifa world cup qualification,sydney,australia,True,home_team,march
1973-03-16,australia,new zealand,3,3,fifa world cup qualification,sydney,australia,False,draw,march
1973-03-16,indonesia,iraq,1,1,fifa world cup qualification,sydney,australia,True,draw,march
1973-03-18,australia,iraq,0,0,fifa world cup qualification,melbourne,australia,False,draw,march
1973-03-18,indonesia,new zealand,1,0,fifa world cup qualification,melbourne,australia,True,home_team,march
1973-03-21,indonesia,iraq,3,2,fifa world cup qualification,sydney,australia,True,home_team,march
1973-03-24,australia,indonesia,6,0,fifa world cup qualification,sydney,australia,False,home_team,march
1973-03-24,iraq,new zealand,4,0,fifa world cup qualification,sydney,australia,True,home_team,march
1973-03-28,northern ireland,portugal,1,1,fifa world cup qualification,coventry,england,True,draw,march
1973-03-28,wales,poland,2,0,fifa world cup qualification,cardiff,wales,False,home_team,march
1973-03-31,italy,luxembourg,5,0,fifa world cup qualification,genoa,italy,False,home_team,march
1973-04-01,ethiopia,zambia,0,0,fifa world cup qualification,addis ababa,ethiopia,False,draw,april
1973-04-08,german dr,albania,2,0,fifa world cup qualification,magdeburg,german dr,False,home_team,april
1973-04-08,luxembourg,switzerland,0,1,fifa world cup qualification,luxembourg,luxembourg,False,away_team,april
1973-04-15,zambia,ethiopia,4,2,fifa world cup qualification,lusaka,zambia,False,home_team,april
1973-04-29,hungary,austria,2,2,fifa world cup qualification,budapest,hungary,False,draw,april
1973-04-29,peru,chile,2,0,fifa world cup qualification,lima,peru,False,home_team,april
1973-05-02,bulgaria,portugal,2,1,fifa world cup qualification,sofia,bulgaria,False,home_team,may
1973-05-02,denmark,czechoslovakia,1,1,fifa world cup qualification,copenhagen,denmark,False,draw,may
1973-05-04,iran,north korea,0,0,fifa world cup qualification,tehran,iran,False,draw,may
1973-05-04,kuwait,syria,2,1,fifa world cup qualification,tehran,iran,True,home_team,may
1973-05-06,albania,romania,1,4,fifa world cup qualification,tirana,albania,False,away_team,may
1973-05-06,iran,kuwait,2,1,fifa world cup qualification,tehran,iran,False,home_team,may
1973-05-06,north korea,syria,1,1,fifa world cup qualification,tehran,iran,True,draw,may
1973-05-08,iran,syria,1,0,fifa world cup qualification,tehran,iran,False,home_team,may
1973-05-08,kuwait,north korea,0,0,fifa world cup qualification,tehran,iran,True,draw,may
1973-05-08,cyprus,northern ireland,3,0,fifa world cup qualification,london,england,True,home_team,may
1973-05-09,switzerland,turkey,0,0,fifa world cup qualification,basel,switzerland,False,draw,may
1973-05-11,iran,north korea,2,1,fifa world cup qualification,tehran,iran,False,home_team,may
1973-05-11,kuwait,syria,2,0,fifa world cup qualification,tehran,iran,True,home_team,may
1973-05-13,chile,peru,2,0,fifa world cup qualification,santiago,chile,False,home_team,may
1973-05-13,iran,kuwait,2,0,fifa world cup qualification,tehran,iran,False,home_team,may
1973-05-13,north korea,syria,3,0,fifa world cup qualification,tehran,iran,True,home_team,may
1973-05-13,republic of ireland,russia,1,0,fifa world cup qualification,moscow,soviet union,True,home_team,may
1973-05-15,iran,syria,0,1,fifa world cup qualification,tehran,iran,False,away_team,may
1973-05-15,kuwait,north korea,0,2,fifa world cup qualification,tehran,iran,True,away_team,may
